,title,freebase_movie_ID,vote_average,vote_counts,budget
480,Buried Alive,/m/0d6np27,6.6,131,0
481,Kisses and Caroms,/m/09g6wg2,4.3,16,0
482,Vulgaria,/m/0k3n8tj,6.4,45,0
483,Cronaca di un amore,/m/02qs76f,6.8,81,0
484,Operation Petticoat,/m/03rf3z,7.2,316,0
485,The Sword of Doom,/m/04wjg1,7.677,203,0
486,Catita es una dama,/m/06_x1zq,0.0,0,0
487,The Grind,/m/02qlm6m,4.0,6,1200000
488,The Way to the Gold,/m/09kjprg,0.0,0,0
489,The Mysterious Dr. Fu Manchu,/m/0cbzd_,5.1,8,0
490,The Pride of the Yankees,/m/0kb57,7.3,105,0
491,Dead Lenny,/m/04j09_p,3.4,5,0
492,The Badlanders,/m/0d1t91,6.5,35,1436000
493,Million Dollar Legs,/m/076xw3l,6.7,16,0
494,U nás v Mechově,/m/0crh4lx,2.5,1,0
495,Passing Fancy,/m/06zmk0m,6.571,21,0
496,Sila Nerangalil Sila Manithargal,/m/05q3zsp,6.8,5,0
497,Always Tell Your Wife,/m/03d2ty3,5.5,2,0
498,Ninja III: The Domination,/m/0d4glc,6.1,108,0
499,The Beast of the City,/m/027qvhg,6.1,19,0
500,Don't Look Now,/m/02pzy1n,5.8,6,0
501,The Mystery of Mr. X,/m/0c3_zr8,7.2,5,0
502,Devour,/m/0d539d,5.4,102,0
503,Oblivious,/m/025_vz4,0.0,0,0
504,The Manster,/m/0b59_0,4.6,24,0
505,Two Tickets to Paradise,/m/05c36tn,5.3,12,0
506,A Man Could Get Killed,/m/0fmyf1,3.8,5,0
507,Hustle,/m/03v5s9,5.0,6,0
508,Three Violent People,/m/0279xlz,6.3,33,0
509,The Clearing,/m/049w1q,5.8,212,0
510,Third Base,/m/09v8vhk,6.1,7,0
511,This is Heaven,/m/0hrh0fg,0.0,0,0
512,Little Lord Fauntleroy,/m/0dddhbk,7.0,49,0
513,"Amalio Reyes, un hombre",/m/027p3n4,5.0,1,0
514,Charleys Onkel,/m/0dd8zlw,7.0,2,0
515,My Man Godfrey,/m/02r5dx9,7.551,312,575375
516,Thieves and Liars,/m/047nmtr,5.8,6,0
517,Lachende Erben,/m/0640172,5.7,5,0
518,Going Straight,/m/04z_7tm,5.9,10,0
519,Children of Montmartre,/m/0b77ywr,5.8,4,0
520,Ibunda,/m/0jl0mqw,0.0,0,0
521,Mano Po,/m/09k629x,7.4,7,0
522,Wartime Nutrition,/m/02qdjgl,0.0,0,0
523,Son of Fury: The Story of Benjamin Blake,/m/04068zh,7.2,14,0
524,La Florida,/m/05mvz8k,4.0,4,1600000
525,Asterix and the Vikings,/m/0ck650,6.154,649,0
526,The Fighting Sullivans,/m/02pxps1,6.5,16,0
527,The Mummy's Ghost,/m/09h37b,5.8,61,0
528,American Adobo,/m/0hr2hsx,4.4,7,344
529,Camões,/m/05b44wb,6.8,8,0
530,Death to Smoochy,/m/04c13q,5.937,356,55000000
531,Hamburg Altona,/m/0crg57l,6.5,4,0
532,The Box,/m/080c12d,5.1,5,1000000
533,Fixed Bayonets!,/m/03yjhrd,6.4,32,0
534,Solar Attack,/m/02x6_md,5.4,39,0
535,Ware für Katalonien,/m/0gj8hwy,5.0,3,0
536,The Giants,/m/0gvn91y,7.1,41,0
537,Chances Are,/m/08ll9g,6.655,242,16000000
538,Basic Love,/m/09g9x63,4.2,6,0
539,Eye of the Tiger,/m/09c3qk,6.0,42,3000000
540,Dolemite,/m/04v3j2,5.9,109,120000
541,Amazon,/m/05235xx,6.5,11,0
542,Maximum Surge,/m/0797tn,1.8,4,0
543,Justice,/m/04yfvmr,6.0,1,0
544,The Cat's-Paw,/m/02pl6_v,6.2,16,0
545,The Canterbury Tales,/m/06ng48,6.3,189,0
546,White Angel,/m/0dgqhgm,3.5,2,0
547,Double Trouble,/m/05vx48,4.9,28,0
548,Illegal,/m/0dgn19h,0.0,0,0
549,Aag Ke Sholay,/m/03hhb6g,0.0,0,0
550,The Creeping Flesh,/m/03chqf4,5.9,87,0
551,So This Is New York,/m/0gl0d5m,6.5,4,0
552,Blake of Scotland Yard,/m/09gn_d8,3.0,3,0
553,3 Strikes,/m/0fbct3,5.6,48,6000000
554,Paradise Canyon,/m/0grscq,4.8,19,0
555,Lifestyles of the Ramones,/m/0d3vgv,5.5,2,0
556,Wild Girl,/m/0285zk8,4.7,6,0
557,So Red the Rose,/m/04n5s66,0.0,0,0
558,Violins at the Ball,/m/05zszyd,6.1,11,0
559,Brain Donors,/m/08ns88,6.3,54,0
560,The Adventures of Buckaroo Banzai Across the 8th Dimension,/m/011xrr,5.982,370,0
561,Outside the Law,/m/0bj75qd,6.6,185,30000000
562,The Ballad of the Sad Cafe,/m/0bvr0hm,5.7,10,0
563,Fanfan la Tulipe,/m/0gvbrg,6.8,90,0
564,Don Quixote,/m/05f7zn8,0.0,0,0
565,The Quiet Woman,/m/05c1wqd,5.8,5,0
566,A Girl Like Me,/m/02pjxx7,0.0,0,0
567,Botë e padukshme,/m/0288ctf,0.0,0,0
568,"Mitr, My Friend",/m/0g4x37,6.0,2,0
569,Sir! No Sir!,/m/0dcjzb,6.9,13,0
570,The Haunted House,/m/04jj9g3,0.0,0,0
571,Dylan Dog: Dead of Night,/m/0ccbhm0,4.718,466,20000000
572,Mediterraneo,/m/0d0hvd,7.62,936,0
573,Of Gods and Men,/m/0brzpsy,6.682,337,4000000
574,Coffin Rock,/m/07s53z2,5.5,26,0
575,Welcome to Mooseport,/m/062mn_,5.1,151,30000000
576,Vice Versa,/m/04f2rzb,5.822,185,0
577,Two White Arms,/m/0gwz0qv,0.0,0,0
578,The Killing Fields,/m/04j4tx,7.501,670,14400000
579,The Seven Little Foys,/m/02q1dbt,6.0,14,0
580,We're No Bad Guys,/m/04glfbm,6.2,4,0
581,Ten Little Indians,/m/0732j6,6.3,108,0
582,Down and Out in Beverly Hills,/m/0547w5,5.863,227,14000000
583,Walk a Crooked Mile,/m/09rfsx1,5.5,17,0
584,Thanksgiving,/m/04y6jvt,0.0,0,0
585,A Lost Lady,/m/04jfg_x,6.8,8,0
586,I Was Monty's Double,/m/028cdr2,6.8,20,0
587,Nicole,/m/02vtsph,2.8,5,0
588,The Eruption of Mount St. Helens!,/m/04zzlrs,6.4,5,0
589,Inkheart,/m/0gs973,6.28,2000,60000000
590,Too Late Blues,/m/02vny0n,6.6,36,375000
591,Attack in the Pacific,/m/0dlmjyw,0.0,0,0
592,The Cream of Eric Clapton,/m/09zgbm,6.0,3,0
593,No Monkey Business,/m/0gg6hj9,0.0,0,0
594,Basic Training,/m/05b6n04,3.9,9,0
595,Now Barabbas,/m/0dgrblr,6.5,2,0
596,Gung Ho!,/m/03byg0t,5.1,17,0
597,Green Fire,/m/03bwqz,6.7,19,1768000
598,Chronopolis,/m/04n01ck,5.6,16,0
599,Il diavolo,/m/027t0d9,5.3,12,0
600,Romance on the Range,/m/06zqbt7,5.7,3,0
601,Big Boys Gone Bananas!*,/m/0hndcdl,6.8,22,0
602,Desperate Moment,/m/0cc8zf1,0.0,0,0
603,Vincere,/m/05zm0gk,6.8,142,13000000
604,The Glitter Dome,/m/0d6hs2l,4.0,6,0
605,Fourteen Hours,/m/03bwqm,7.1,37,0
606,The Cheetah Girls: One World,/m/07s4d6n,6.1,314,0
607,Concert of Requests,/m/03d6xs9,5.5,20,0
608,Odd Jobs,/m/0c05q2,4.2,6,0
609,Fire with Fire,/m/02vt7xf,6.5,43,0
610,Close-up,/m/063qzp,7.928,320,0
611,The Barbarian,/m/03wf2qq,4.7,11,444399
612,School for Secrets,/m/04jhvy0,6.5,2,0
613,Handsome Harry,/m/05sqd7t,6.2,23,1000000
614,Ironclad,/m/04yg13l,6.15,680,25000000
615,George White's Scandals,/m/06zmz7j,5.0,1,0
616,Tortilla Soup,/m/0dsxdc,6.1,40,0
617,Carl Th. Dreyer: My Metier,/m/09rxh4,6.0,22,0
618,My Memories of Old Beijing,/m/0bt_bms,7.7,21,0
619,Red Dog,/m/0h3lw_c,7.343,360,5
620,Rimfire,/m/0dl94vy,6.0,2,0
621,Dokter Vlimmen,/m/05zwmd2,5.5,2,0
622,Harlow,/m/0bwklv0,5.7,3,0
623,Twist Around the Clock,/m/0287chf,3.7,6,0
624,Falling Sky,/m/02rpcyw,7.3,3,0
625,K2,/m/0fb9lq,5.6,115,0
626,The Great Impostor,/m/0c0dpj,7.0,19,0
627,Super Demetrios,/m/0hnb721,6.5,2,0
628,Sibelius,/m/026ftsl,4.0,4,0
629,Pale Rider,/m/01l310,7.156,959,6900000
630,Nightmare,/m/07_0z3,6.8,51,0
631,The Tapes,/m/0h94y5v,2.8,11,100000
632,The Woman in the House,/m/0j7mxpl,6.5,3,0
633,£100 Reward,/m/0j9m1v6,4.0,2,0
634,House Party 2,/m/054vql,5.2,92,0
635,Bambi,/m/04j1zjw,7.008,5299,858000
636,Tricky Brains,/m/08ycc9,7.2,66,0
637,The Volunteer,/m/04p54k,0.0,0,10000
638,Torch Song,/m/047ctgd,6.0,19,0
639,Tortilla Heaven,/m/02vr0fm,4.6,10,0
640,"So Young, So Bright",/m/05zk88g,6.3,3,0
641,The Strange Love of Martha Ivers,/m/074dk4,7.1,147,0
642,Terminal City Ricochet,/m/027chwx,6.5,2,0
643,Man Trouble,/m/0289n83,4.9,54,0
644,Between Love and Hate,/m/04jj8v5,5.5,2,0
645,The Temporary Widow,/m/0gj8tdz,0.0,0,0
646,Last Orders,/m/02qsvdf,5.9,67,0
647,Pointed Heels,/m/09v6lbn,7.2,2,0
648,The Cheat,/m/0jq8r,6.0,58,17311
649,Albatross,/m/0h1hhph,6.2,102,0
650,If I Were a Rich Man,/m/04ylt_,5.9,143,0
651,Two Came Back,/m/09v5kb3,4.4,7,0
652,Spirit Lost,/m/0ddflpw,1.5,2,0
653,Hide and go shriek,/m/03grz6w,5.1,40,0
654,Tension at Table Rock,/m/0bmctfz,5.6,8,0
655,You Can't See 'round Corners,/m/0fp_98w,0.0,0,0
656,Investigation held by Kolobki,/m/02w57gw,7.1,30,0
657,Shadows Run Black,/m/02w0375,3.2,10,0
658,Crazy Eyes,/m/0glt1gv,4.4,12,10000000
659,Tomorrow's Youth,/m/080l2_x,0.0,0,0
660,The Five Forty-Eight,/m/0fc0n6,0.0,0,0
661,"Our Friend, Martin",/m/077dlr,7.9,7,0
662,A French Mistress,/m/04lhcgr,5.8,5,0
663,Forgotten Babies,/m/04n4y8q,7.0,3,0
664,King Richard and the Crusaders,/m/0kv5ll,6.0,11,0
665,Secret Agent 420,/m/03gyvbb,0.0,0,0
666,Grateful Dead: So Far,/m/02rk097,0.0,0,0
667,Arirang,/m/0gm7c0h,0.0,0,0
668,Get Smart,/m/026wlxw,6.181,3359,80000000
669,Foreign Correspondent,/m/0gy4k,7.0,342,0
670,Collapse,/m/0806h15,7.2,95,0
671,Chain,/m/0ckl52,6.4,7,0
672,Under the Roofs of Paris,/m/09rynj,6.7,49,0
673,Psy,/m/03hhz4_,7.1,71,0
674,The Man Who Had Power Over Women,/m/0cc7sqw,5.4,5,0
675,Pieces of April,/m/02d4bc,6.5,206,300000
676,Of the Little Tree Which Wished for Different Leaves,/m/0gwhf1,4.3,3,0
677,Roadside Prophets,/m/0h05yr,5.9,18,0
678,BAADASSSSS!,/m/04l3xj,6.581,43,0
679,Down to Earth,/m/02r4y1,5.5,376,30000000
680,Serenity,/m/02j9_2,7.37,3254,39000000
681,The Singing Cowgirl,/m/080cbpy,5.0,1,0
682,Chicken and Duck Talk,/m/047lb8l,6.7,20,0
683,Fatal Attraction,/m/0yx7h,6.848,1321,14000000
684,Darkside Blues,/m/04lwcq,5.2,16,0
685,Delirious,/m/03c0ng6,6.3,90,0
686,Charlie's Angels: Full Throttle,/m/01l_pn,5.466,2841,120000000
687,Is There Anybody There?,/m/0jt9jwn,7.0,1,0
688,Everything's Gone Green,/m/082880,5.5,26,0
689,Anna,/m/02rsqw4,7.0,2,0
690,12:01 PM,/m/02rpdwf,7.0,37,0
691,The Lost Skeleton of Cadavra,/m/03r8z9,6.3,73,40000
692,The Strange One,/m/089s2r,6.3,19,0
693,Mannequin,/m/02rlw9m,6.0,16,0
694,Seven Beauties,/m/015q_8,7.5,119,0
695,Green Eyes,/m/0bby69j,5.0,4,0
696,Rampage,/m/066gyt,6.0,41,7500000
697,Death of a Ghost Hunter,/m/09gj0dy,4.3,39,0
698,Rocket Science,/m/027sfwn,6.2,166,0
699,The Sun in a Net,/m/03clrxq,7.7,28,0
700,Daughter of the Nile,/m/05zsgcj,6.8,17,0
701,Granite Hotel,/m/065zfpx,0.0,0,0
702,Cleopatra,/m/04lghwf,3.2,17,0
703,Tora-san Plays Daddy,/m/0b6d4y_,10.0,1,0
704,Help Yourself,/m/0gx2v67,0.0,0,0
705,The Rosary Murders,/m/0drj9_,5.4,26,0
706,Burning Annie,/m/080bg29,1.5,2,0
707,The Square,/m/05c13wg,6.1,93,0
708,A Thousand Years of Good Prayers,/m/0416_jf,6.6,13,0
709,Wife for a Night,/m/06zsdbq,5.5,6,0
710,I'm from Arkansas,/m/07kdk2z,5.4,5,0
711,Blind Man's Bluff,/m/0cc73h4,0.0,0,0
712,Niagara Fools,/m/05229gd,6.2,9,0
713,"Ah, Wilderness!",/m/047r70b,6.3,3,0
714,Paradise Murdered,/m/02q8_dg,6.6,31,0
715,High Grass Circus,/m/04ygqts,5.5,2,0
716,Heart to Heart,/m/04zwldm,5.4,5,0
717,Imtihaan,/m/0kv5bh,6.7,6,0
718,Meerkat Manor: The Story Begins,/m/04cyjyn,6.6,7,0
719,Distant Shadow,/m/05fgg1,7.5,2,1750000
720,Border Caballero,/m/07kb_1j,5.7,3,0
721,Mrs. Soffel,/m/026d5zm,6.128,43,11000000
722,Queen of the Damned,/m/027x7z5,6.1,968,35000000
723,Virginal Young Blondes,/m/0f93p_,0.0,0,5000
724,Broadway Damage,/m/0gchlb,6.0,15,0
725,Skin,/m/02pzpv6,0.0,0,0
726,"White King, Red Queen",/m/09v1pk8,1.0,1,0
727,Whiskey School,/m/09gf6lh,0.0,0,0
728,The Prodigal,/m/0db6ft,4.7,3,0
729,Police Academy 3: Back in Training,/m/09hjcp,5.776,1114,12000000
730,Man of Aran,/m/017nbg,7.3,46,0
731,Dancing at Lughnasa,/m/04crrd7,5.9,39,0
732,The Secret Heart,/m/02qb69b,6.6,7,0
733,This Happy Feeling,/m/0dppkv,3.5,2,0
734,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,/m/0d6ykf,7.0,2,0
735,Love's Brother,/m/05fggt,6.2,9,7800
736,El Muerto,/m/098ytq,4.3,17,1000000
737,The Man in the Gray Flannel Suit,/m/02s4m9,6.8,46,0
738,"Sorry, Wrong Number",/m/0193ch,6.6,157,0
739,The Fear Inside,/m/0b6pnft,4.3,3,0
740,Bad Ass,/m/0hrdl6c,5.8,375,0
741,Operacja Himmler,/m/0dddtdg,6.0,1,0
742,Miracle on 34th Street,/m/051xs93,6.71,929,0
743,Juego de Niños,/m/028243m,5.9,7,0
744,Naked Yoga,/m/0c4x00,6.2,4,0
745,A Far Off Place,/m/0dfy12,6.208,53,0
746,Countdown,/m/02pmtrw,5.824,37,0
747,Hector,/m/0hzqs0y,7.1,25,0
748,L.A. Without a Map,/m/0kvd2g,6.0,46,0
749,Man in the Dark,/m/0kvd0x,5.9,21,0
750,My Friend Flicka,/m/0czb9qq,6.0,15,0
751,King of the Ants,/m/0dcgr8,6.0,64,0
752,The Wild and the Willing,/m/04q6wv5,5.7,3,0
753,Movin' With Nancy,/m/04n2mb9,7.0,1,0
754,Sinimäed,/m/04zx51c,10.0,1,187527
755,Throne of Death,/m/080l9jm,4.0,5,0
756,Veruthe Oru Bharya,/m/04ld34t,6.7,9,0
757,Stage Hoax,/m/051vlbj,8.0,3,0
758,De Man Zonder Hart,/m/05zmx5w,0.0,0,0
759,Kobiety nad przepaścią,/m/04ldp5f,7.0,1,0
760,Not Easily Broken,/m/051zpx6,6.1,57,0
761,Boiling Point,/m/02pwlkz,7.221,439,0
762,An Unmarried Woman,/m/0p_ss,6.6,60,2515000
763,All of Me,/m/027xrp9,6.0,1,0
764,Jack and the Beanstalk,/m/0hgpbcx,6.1,23,0
765,Channel Crossing,/m/0bwk1ml,0.0,0,0
766,Games,/m/02r2386,6.1,28,0
767,Man's Favorite Sport?,/m/07vbcz,7.0,110,0
768,Son of Paleface,/m/06y5pv,6.3,28,0
769,Drop Zone,/m/06kt1h,5.66,359,45000000
770,Body Armour,/m/0cvccbp,5.0,20,0
771,Martha & Ethel,/m/07k5s94,0.0,0,0
772,His Better Elf,/m/051vlb5,6.7,6,0
773,A Question of Silence,/m/03g_bqh,6.3,27,0
774,Tons of Money,/m/09g739t,0.0,0,0
775,Come Live with Me,/m/064kwx5,7.3,20,0
776,All Men are Mortal,/m/0dgmjk,6.5,2,0
777,Poola Rangadu,/m/0hhc81q,4.3,3,200000
778,Left in Darkness,/m/0g59sr5,5.6,41,1200000
779,Backlash,/m/04trg3,6.2,35,1025000
780,Irene,/m/063yhd6,6.8,8,0
781,Leader,/m/02r58vk,6.0,1,0
782,The Royal African Rifles,/m/0j288dt,0.0,0,0
783,Exposed,/m/04jbrk5,0.0,0,0
784,Miss Annie Rooney,/m/05n_62q,6.4,7,0
785,Shagird,/m/0h1cs6j,6.2,8,0
786,The Black Cat,/m/07z3q5,6.5,32,178000
787,Bigfoot,/m/0270qdh,3.0,18,0
788,Nocturna,/m/05z_qhr,4.8,10,0
789,Eternal,/m/04yckq7,3.8,23,0
790,SistaGod,/m/03d7th1,5.5,2,0
791,The One That Got Away,/m/04j34n,4.6,4,0
792,My Future Boyfriend,/m/0gh8948,5.4,48,0
793,Easy Virtue,/m/0408hyt,6.4,369,0
794,Trouble for Two,/m/0dljj7q,6.0,3,0
795,Docks of New York,/m/0dctss,0.0,0,0
796,She's On Duty,/m/09lw0z,6.6,37,0
797,Pillar of Mist,/m/05ztvg0,6.0,2,0
798,Praznik u Sarajevu,/m/04f4v2_,6.3,3,0
799,3-Iron,/m/06_1x0,7.8,1054,0
800,The Front Line,/m/04j06qg,6.5,12,0
801,La mujer del ministro,/m/0jt43n7,5.1,8,0
802,The Hive,/m/06zrqk2,3.7,3,0
803,Crazylegs,/m/04lf5n7,5.0,3,0
804,Wetherby,/m/027g6m5,6.0,30,0
805,Juice,/m/08w51z,7.3,362,5000000
806,My Little Pony: A Very Pony Place,/m/0h3mx6f,8.0,1,0
807,Keiko,/m/0gtv2y3,4.6,8,0
808,La Fille de Monaco,/m/04tm9x4,5.1,99,0
809,Song of Old Wyoming,/m/07kcbnx,5.2,5,0
810,Gymkata,/m/0cbymz,5.419,62,8500000
811,The Lady Refuses,/m/0hzmwqr,5.6,11,0
812,Narasimham,/m/051zjwb,7.5,29,46000
813,The British Guide to Showing Off,/m/0h97zdq,6.6,8,0
814,All the Queen's Men,/m/03pvrq,5.4,18,15000000
815,Troll,/m/0614yq,4.971,189,1100000
816,The Raging Tide,/m/03hlc68,5.2,14,0
817,Stanley,/m/04qbrjq,5.5,2,0
818,The Magic Box,/m/0bg324,6.3,19,0
819,Dancers in the Dark,/m/027xcsl,4.5,4,0
820,Keep Not Silent,/m/0bz34f,3.0,2,0
821,Our Time,/m/07k75j9,8.0,3,0
822,The Garment Jungle,/m/0dln838,6.5,22,0
823,Dog Days,/m/04lgqb0,0.0,0,0
824,Going Greek,/m/0272p1c,4.9,20,0
825,"I Like You, I Like You Very Much",/m/02rymlf,2.9,7,0
826,Jiraiya the Hero,/m/0cmdhch,5.1,12,0
827,Canone Inverso,/m/0bmfsw8,6.9,50,0
828,Kamen Rider J,/m/0c310w,6.8,14,0
829,The Night of the Headless Horseman,/m/09gkdx7,5.8,5,0
830,London After Midnight,/m/02y96d,6.6,24,151666
831,Boreas,/m/0fqmdg8,4.8,6,0
832,Motocrossed,/m/09j4bh,6.1,77,0
833,Fantômas,/m/02prgzz,6.822,663,0
834,The Man with the Rubber Head,/m/02q3shg,7.203,138,0
835,Deep Breath,/m/080j_fp,6.4,5,0
836,Decadence,/m/04qbhck,2.0,1,0
837,The Lords of Discipline,/m/0gfllp,6.3,35,0
838,Peluca,/m/05f1t6,6.0,17,500
839,Unholy,/m/0kv1hy,5.0,1,880
840,The Raggedy Rawney,/m/027nsxw,5.5,6,0
841,No. 2,/m/0bknp6,6.0,3,5000000
842,Dragonfly,/m/048j2s,6.532,793,60000000
843,Galileo,/m/05b67zw,5.9,12,0
844,Overlord,/m/0kv69x,6.9,70,0
845,Jury Duty,/m/071fr7,4.5,102,0
846,Time Expired,/m/07k41g3,0.0,0,0
847,"Once More, My Darling",/m/0b447tk,5.5,2,0
848,Western Mail,/m/07k4m5w,5.0,3,0
849,Kung Fu Tootsie,/m/041313z,5.6,7,0
850,I nostri mariti,/m/04gqb6m,5.7,14,0
851,The Thank You Girls,/m/04lg8lc,1.0,1,0
852,Now I'll Tell One,/m/027jd7v,5.0,2,0
853,A Soldier's Tale,/m/07kfhhd,4.0,6,0
854,Rape of the Sword,/m/0g55pm9,6.0,4,0
855,The Wounded Man,/m/0kv4q5,5.3,26,0
856,Laura,/m/0jymd,7.637,722,1020000
857,All of a Sudden,/m/027zw52,5.8,13,0
858,Three Colors: Blue,/m/01470k,7.673,1528,0
859,Intimate Stories,/m/0286ynb,7.1,48,0
860,Major League,/m/032xt8,6.9,707,11000000
861,The Curse of the Hidden Vault,/m/04q7dmq,6.6,8,0
862,Love's Unfolding Dream,/m/03gvs7d,7.0,32,0
863,Promise at Dawn,/m/0404gn8,5.2,8,0
864,The Magic Flute,/m/0g2t0x,6.4,24,0
865,Just My Luck,/m/01q7vwf,6.126,1791,28000000
866,Crimson Gold,/m/0b29hc,7.0,68,0
867,The Boogie Man Will Get You,/m/03mdz33,6.4,25,0
868,Nightwatch,/m/0gp_t6,6.022,359,0
869,The Telephone,/m/09g10qb,6.0,1,0
870,The Captain's Table,/m/04lgphk,6.3,3,0
871,The Sons of Katie Elder,/m/0f0zlb,7.12,250,0
872,The Sovereign's Servant,/m/04ydnkg,5.0,19,6600000
873,Legenda Tatr,/m/0ddczgh,5.0,1,0
874,Sisters of Death,/m/0bmh63p,3.8,22,0
875,A Reasonable Man,/m/04jbt9x,4.5,2,0
876,The Prize,/m/026p_bs,7.0,83,0
877,The Mirror Crack'd,/m/05pn3c,6.159,182,0
878,Love Story,/m/047lvbk,6.4,6,0
879,In the Shadow of the Raven,/m/02ph0lt,5.6,13,0
880,Where's Sally?,/m/0dsc929,0.0,0,0
881,The Price of Milk,/m/01gmvl,5.6,25,0
882,Carancho,/m/0bv8qsf,6.634,142,0
883,Forty Guns,/m/0g1gbp,6.5,106,300000
884,Bobby Deerfield,/m/02qjrcp,6.0,76,0
885,New Frontier,/m/02w21_w,5.5,19,0
886,The Victors,/m/02qqjcn,6.9,19,0
887,Prelude to War,/m/0960sw,6.4,63,0
888,American Revolution 2,/m/0ch1mbh,8.0,2,0
889,L'uccello dalle piume di cristallo,/m/09sqlg,7.19,686,500000
890,Life During Wartime,/m/05zsf_s,6.1,115,4500000
891,The Nostril Picker,/m/02qy135,4.2,12,0
892,Barricade,/m/026_y0f,5.0,2,0
893,Living the Dream,/m/051x5f2,0.0,0,0
894,Ghosts Can't Do It,/m/074xlr,2.8,28,0
895,Scotland Yard,/m/0286_xk,0.0,0,0
896,Snowmen,/m/05p57kw,6.0,31,0
897,But Not in Vain,/m/0crfq4m,6.0,1,0
898,Fool's Gold,/m/03c_lhp,5.739,1385,70000000
899,Cape of Good Hope,/m/0281f6k,5.8,5,0
900,Saint Seiya Heaven Chapter: Overture,/m/04gh9ym,7.6,236,0
901,A Private Function,/m/0grynb,6.2,35,0
902,Zorba the Greek,/m/0cd3m,7.5,310,783000
903,When Trumpets Fade,/m/07m10j,6.567,120,0
904,The End of the Affair,/m/027yj28,6.574,223,23000000
905,The Baby of Mâcon,/m/09w82k,7.0,82,0
906,I Love Luci,/m/0gcq_0f,6.0,1,0
907,Selena,/m/01p8m2,7.7,1161,20000000
908,The Gallant Hours,/m/03mbnkj,6.8,12,0
909,Babylon,/m/03cn_g3,6.9,29,0
910,Lake Placid 3,/m/0crcypn,5.1,209,2500000
911,Tokyo Joe,/m/07ch32,5.9,28,0
912,Bodyguard,/m/03h5h68,6.0,21,0
913,"If Not Us, Who?",/m/0g4ytpz,5.7,29,0
914,The Dark,/m/0cj5ry,6.0,180,0
915,Blind Love,/m/065y6l7,5.7,10,0
916,Heaven Is Round the Corner,/m/06w9nvb,0.0,0,0
917,Puss in Boots,/m/0cmf0m0,6.554,3647,130000000
918,The Emperor's Candlesticks,/m/03wddgg,5.9,5,0
919,Pusher II,/m/0633s8,7.2,402,0
920,Pretty Poison,/m/0fqvcx,6.8,75,1800000
921,The Straight Story,/m/07q1m,7.7,1392,10000000
922,The Virgin Queen of St. Francis High,/m/02w8_7c,3.0,1,0
923,Man Push Cart,/m/0gqwcf,6.9,36,0
924,The Christmas Toy,/m/09tqhc,6.764,36,0
925,Deception,/m/0kvg39,6.5,40,2882000
926,Quid Pro Quo,/m/08x7tc,5.1,38,0
927,Trader Tom of the China Seas,/m/026yz7r,0.0,0,0
928,Bugs Bunny: Superstar,/m/0d0rcn,7.3,33,0
929,Strange Intruder,/m/0gdk5td,5.5,4,0
930,Picture This,/m/0415wvx,5.6,276,0
931,Boat Trip,/m/04y27b,5.257,605,20000000
932,An American Tail: Fievel Goes West,/m/052_dz,6.307,670,0
933,Under My Skin,/m/03chfl,6.1,5,0
934,Wedding Wars,/m/026z9wt,5.4,26,0
935,War Department Report,/m/04y77vj,5.5,2,0
936,Oil for the Lamps of China,/m/0c0197f,7.6,4,0
937,Lovers and Other Strangers,/m/04x3kb,4.7,17,0
938,Harry and Tonto,/m/015qtl,7.0,73,980000
939,You Are on Indian Land,/m/09gnnbr,9.0,1,0
940,The Tony Blair Witch Project,/m/02vn2y1,1.2,6,0
941,Battle of the Brides,/m/0gmgn_q,6.2,6,30000
942,The Infidel,/m/09g9snk,6.1,106,0
943,The Doe Boy,/m/02vr30w,5.5,4,0
944,The Last Married Couple in America,/m/02_gpw,4.3,9,0
945,Just Between Friends,/m/02wwtk_,5.1,8,0
946,Last Light,/m/0bbv7ym,5.9,14,0
947,"I Killed Einstein, Gentlemen",/m/0crfchq,6.4,24,0
948,Slugs,/m/0dp8qk,5.586,146,0
949,Personal Effects,/m/0523fw_,5.952,115,0
950,Lolita,/m/055b0h,7.353,1891,2000000
951,It's Nice to Have a Mouse Around the House,/m/04ycgrb,5.2,9,0
952,The World Without US,/m/03hgqzm,5.3,5,0
953,Hard Men,/m/0g7py1,6.1,7,0
954,Giants vs. Yanks,/m/03m71fr,5.6,4,0
955,Meet Me at the Fair,/m/0b6ztqs,7.0,1,0
956,Why Me?,/m/0d1z5p,5.7,17,0
957,God's Step Children,/m/04g2d6y,5.0,4,0
958,A Place of One's Own,/m/02qncw3,5.4,17,0
959,Buckminster Fuller: Thinking Out Loud,/m/02kg00,0.0,0,0
960,Twelve Monkeys,/m/07j6w,7.602,7801,29000000
961,I'll Get By,/m/064l4ms,5.5,5,0
962,Hit List,/m/0j9lr3l,5.8,12,0
963,Dust Be My Destiny,/m/04d_y7z,6.1,14,0
964,False Light,/m/05ztnp9,6.0,2,0
965,The Edukators,/m/059zzd,7.179,315,0
966,Baby: Secret of the Lost Legend,/m/0btswm,5.173,64,0
967,BabaKiueria,/m/02q0qcj,6.6,5,0
968,Teen Wolf Too,/m/032wmz,4.1,177,3000000
969,LOL,/m/0bmd_m9,6.1,2565,11000000
970,"Hello, I'm Your Aunt!",/m/043jz87,7.5,43,0
971,The Tooth Fairy,/m/0ghjvz,4.5,42,0
972,Rain of the Children,/m/0479j6b,6.5,4,0
